3b - Labour force participation rate for persons aged 15+  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2010,Both sexes,54.07,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,1996,Female,40.56,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,1996,Male,60.9,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,1996,Both sexes,50.41,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,1998,Female,41.66,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,1998,Male,60.64,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,1998,Both sexes,50.85,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2001,Female,41.87,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2001,Male,60.51,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2001,Both sexes,50.89,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2004,Female,44.25,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2004,Male,60.3,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2004,Both sexes,52.03,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2006,Female,45.82,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2006,Male,60.86,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2006,Both sexes,53.11,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,1995,Female,40.53,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,1995,Male,61.18,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,1995,Both sexes,50.54,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2011,Female,47.03,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2011,Male,59.71,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2011,Both sexes,53.2,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,1997,Female,41.01,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,1997,Male,60.66,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,1997,Both sexes,50.52,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2002,Female,42.57,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2002,Male,60.36,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2002,Both sexes,51.19,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2012,Female,47.1,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2012,Male,59.74,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2012,Both sexes,53.25,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2013,Female,47.77,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2013,Male,59.67,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2013,Both sexes,53.56,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2014,Female,48.08,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2014,Male,59.23,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2014,Both sexes,53.51,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2015,Female,48.01,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2015,Male,58.89,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2015,Both sexes,53.31,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2016,Female,47.78,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2016,Male,58.73,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2016,Both sexes,53.11,-,-,Country data,National,Repository: Eurostat special tabulation,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2017,Female,48.72,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2017,Male,59.16,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,56,Belgium,2017,Both sexes,53.84,-,-,Country data,National,Repository: Eurostat special tabulation,Break in series: Methodology revised,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,60,Bermuda,2000,Female,67.93,-,-,Country data,National,0,0,0,0,0,-,Data reference period: May
Labour force participation rate for persons aged 15+  by sex,Developed regions,60,Bermuda,2000,Male,79.51,-,-,Country data,National,0,0,0,0,0,-,Data reference period: May
Labour force participation rate for persons aged 15+  by sex,Developed regions,60,Bermuda,2000,Both sexes,73.44,-,-,Country data,National,0,0,0,0,0,-,Data reference period: May
Labour force participation rate for persons aged 15+  by sex,Developed regions,60,Bermuda,2009,Female,79,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,60,Bermuda,2009,Male,86,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Developed regions,60,Bermuda,2009,Both sexes,82,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
